True_Energy,mean,mean_error,trap_energy,True_T,sig,sig_error
90,14.528662420382165,0.20604454065835068,87.40370665908763,128,10.953355688072167,0.1457212764571023
90,15.88388710253662,0.2377610747164281,87.20430504037134,134,12.578886671411752,0.16815250887915797
90,14.101434067855894,0.1964298352300205,87.54452697550266,124,10.503028163426084,0.13892116605538482
95,6.618924889543446,0.1469494677840043,93.6668728913101,80,7.658309262410193,0.10392809948942554
95,8.16637230660544,0.1321515913223189,93.44598068111102,88,7.0314085349252045,0.09346179467831223
95,9.578800557880056,0.12718047532649068,93.33317977126667,92,6.810986465751668,0.08994585884275029
95,6.99963556851312,0.14619790344240208,93.54782231115442,84,7.65831451484578,0.10339637108283033
95,12.02000702000702,0.18311720929053457,92.83629862348761,114,9.77406866417302,0.12950615078824995
95,10.268836222143616,0.14692170745898514,93.1690036706995,100,7.811759623975256,0.10390771500847293
95,10.323688969258589,0.17211743784605177,93.0792400552753,104,9.050497241342955,0.12172742164398875
95,11.036010082823191,0.1890739906280316,92.94707004088993,110,9.963679069961504,0.13371957935258186
95,12.523211169284467,0.17418841311832936,92.58718989086368,120,9.32355583204784,0.12319130935236439
95,13.942532813054274,0.19643350556570888,92.30098016683421,128,10.429490794128029,0.13892410669501545
95,15.038241601143675,0.22851325831751082,92.09133433309799,134,12.087465789685837,0.1616121570705086
95,13.511375568778439,0.18653860167272773,92.44910531564244,124,9.970658393724326,0.13192580038598753
100,6.706777818050018,0.1402105010809819,98.51156119491733,84,7.364722571035212,0.0991617683361364
100,9.226178010471203,0.11858709329446122,98.28618308275502,92,6.347456558663777,0.0838683758219416
100,7.90552016985138,0.12406904790423842,98.40457000539831,88,6.595527390502161,0.08774559117973049
100,6.3041559396837075,0.14069749299771409,98.62260919604171,80,7.3365344784137605,0.0995064514318301
100,10.57942238267148,0.18162075168797776,97.87743599814794,110,9.55884354506683,0.1284484528570218
100,9.837641062977793,0.16632450301965235,98.01677285539571,104,8.717371697771366,0.117630596649968
100,11.430330752990852,0.17350068359505796,97.7608345061455,114,9.249392879805722,0.12270509961771363
100,9.87778958554729,0.1403517963850201,98.11154157338605,100,7.457159198449604,0.09926128934915579
100,13.409510290986516,0.18939819359782684,97.1982642810507,128,10.054172379167857,0.13394851573891545
100,12.995795374912404,0.17735177980115405,97.35368365578222,124,9.474636032128627,0.1254286222585886
100,14.20185119259523,0.21593611519192646,96.97883700748979,134,11.444614105172102,0.15271707730607234
100,12.039735099337749,0.16480554336603206,97.49903584022553,120,8.827487059138209,0.11655543196364687
